record_id,period,provider_code,provider_name,specialty_code,specialty_name,region_code,region_name,total_waiting,within_18_weeks,over_18_weeks,over_52_weeks,median_wait_weeks,avg_wait_weeks
1881,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_150,Oral Surgery,Y59,Midlands,1748,1134,614,143,21.7,28.2
1882,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_160,Neurosurgery,Y59,Midlands,1066,668,398,73,9.8,11.1
1883,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_170,Plastic Surgery,Y59,Midlands,3254,2124,1130,212,17.4,24.1
1884,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_180,Cardiothoracic Surgery,Y59,Midlands,2387,1757,630,69,13.9,18.7
1885,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_190,Gynaecology,Y59,Midlands,2271,1503,768,138,28.1,30.1
1886,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_320,Cardiology,Y59,Midlands,1195,861,334,55,6.7,8.9
1887,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_330,Dermatology,Y59,Midlands,2066,1359,707,49,11.2,13.0
1888,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_340,Respiratory Medicine,Y59,Midlands,2347,1690,657,152,22.9,31.1
1889,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_350,Gastroenterology,Y59,Midlands,2412,1634,778,113,15.9,21.1
1890,2021-07-01,RJE,University Hospitals of North Midlands NHS Trust,C_360,Rheumatology,Y59,Midlands,373,232,141,21,24.8,26.3
1891,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_100,General Surgery,Y59,Midlands,2956,2026,930,82,12.3,14.4
1892,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_110,Urology,Y59,Midlands,2967,2122,845,200,11.3,15.0
1893,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_120,Trauma & Orthopaedics,Y59,Midlands,2032,1192,840,203,14.0,15.8
1894,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_130,Ear Nose & Throat,Y59,Midlands,2101,1399,702,136,17.3,18.6
1895,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_140,Ophthalmology,Y59,Midlands,561,378,183,10,21.3,23.2
1896,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_150,Oral Surgery,Y59,Midlands,2258,1562,696,37,8.1,8.9
1897,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_160,Neurosurgery,Y59,Midlands,1022,661,361,21,13.1,18.5
1898,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_170,Plastic Surgery,Y59,Midlands,214,151,63,14,19.0,22.7
1899,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_180,Cardiothoracic Surgery,Y59,Midlands,1496,1163,333,32,8.3,10.3
1900,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_190,Gynaecology,Y59,Midlands,2555,1690,865,76,20.2,21.7
1901,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_320,Cardiology,Y59,Midlands,3115,2326,789,58,16.0,20.2
1902,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_330,Dermatology,Y59,Midlands,1940,1325,615,150,21.5,26.3
1903,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_340,Respiratory Medicine,Y59,Midlands,2923,2224,699,152,20.9,28.7
1904,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_350,Gastroenterology,Y59,Midlands,2696,1890,806,179,11.5,12.2
1905,2021-07-01,RR1,Heart of England NHS Foundation Trust,C_360,Rheumatology,Y59,Midlands,621,414,207,47,15.1,20.0
1906,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_100,General Surgery,Y59,Midlands,626,471,155,36,22.5,26.6
1907,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_110,Urology,Y59,Midlands,2681,2100,581,90,14.7,19.0
1908,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_120,Trauma & Orthopaedics,Y59,Midlands,2016,1377,639,35,7.2,9.2
1909,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_130,Ear Nose & Throat,Y59,Midlands,863,601,262,44,24.3,27.3
1910,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_140,Ophthalmology,Y59,Midlands,780,596,184,9,11.0,14.6
1911,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_150,Oral Surgery,Y59,Midlands,2676,1974,702,59,27.4,29.0
1912,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_160,Neurosurgery,Y59,Midlands,1781,1243,538,68,11.5,14.1
1913,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_170,Plastic Surgery,Y59,Midlands,1002,794,208,44,14.7,17.4
1914,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_180,Cardiothoracic Surgery,Y59,Midlands,187,161,26,4,16.8,20.3
1915,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_190,Gynaecology,Y59,Midlands,3230,2528,702,118,13.9,19.6
1916,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_320,Cardiology,Y59,Midlands,3400,2754,646,104,13.3,16.6
1917,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_330,Dermatology,Y59,Midlands,2678,2017,661,139,17.9,18.9
1918,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_340,Respiratory Medicine,Y59,Midlands,817,656,161,14,24.2,30.6
1919,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_350,Gastroenterology,Y59,Midlands,2710,2078,632,95,9.8,12.3
1920,2021-07-01,RX1,Nottingham University Hospitals NHS Trust,C_360,Rheumatology,Y59,Midlands,1276,969,307,55,24.0,26.0
1921,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_100,General Surgery,Y56,North East & Yorkshire,2368,1779,589,145,20.9,27.5
1922,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_110,Urology,Y56,North East & Yorkshire,343,256,87,12,20.4,22.3
1923,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_120,Trauma & Orthopaedics,Y56,North East & Yorkshire,2997,1904,1093,86,16.5,18.1
1924,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_130,Ear Nose & Throat,Y56,North East & Yorkshire,2332,1571,761,84,8.9,10.1
1925,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_140,Ophthalmology,Y56,North East & Yorkshire,2133,1549,584,127,21.4,27.4
1926,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_150,Oral Surgery,Y56,North East & Yorkshire,898,652,246,38,23.1,27.0
1927,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_160,Neurosurgery,Y56,North East & Yorkshire,2342,1604,738,53,20.3,26.0
1928,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_170,Plastic Surgery,Y56,North East & Yorkshire,610,433,177,15,25.0,31.5
1929,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_180,Cardiothoracic Surgery,Y56,North East & Yorkshire,1645,1275,370,74,19.1,24.1
1930,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_190,Gynaecology,Y56,North East & Yorkshire,1064,795,269,57,7.4,8.3
1931,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_320,Cardiology,Y56,North East & Yorkshire,645,519,126,20,14.1,17.1
1932,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_330,Dermatology,Y56,North East & Yorkshire,2564,1794,770,114,16.0,20.4
1933,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_340,Respiratory Medicine,Y56,North East & Yorkshire,631,491,140,22,12.4,14.2
1934,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_350,Gastroenterology,Y56,North East & Yorkshire,621,456,165,10,19.4,25.7
1935,2021-07-01,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS FT,C_360,Rheumatology,Y56,North East & Yorkshire,954,695,259,19,21.5,25.9
1936,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_100,General Surgery,Y56,North East & Yorkshire,2175,1841,334,44,9.7,10.8
1937,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_110,Urology,Y56,North East & Yorkshire,3062,2618,444,72,24.6,27.3
1938,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_120,Trauma & Orthopaedics,Y56,North East & Yorkshire,2762,2127,635,79,20.4,29.1
1939,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_130,Ear Nose & Throat,Y56,North East & Yorkshire,1097,849,248,33,26.4,29.6
1940,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_140,Ophthalmology,Y56,North East & Yorkshire,1261,980,281,15,21.5,25.3
1941,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_150,Oral Surgery,Y56,North East & Yorkshire,1937,1543,394,71,14.3,15.6
1942,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_160,Neurosurgery,Y56,North East & Yorkshire,3446,2763,683,163,14.0,18.5
1943,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_170,Plastic Surgery,Y56,North East & Yorkshire,2144,1853,291,66,10.3,14.1
1944,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_180,Cardiothoracic Surgery,Y56,North East & Yorkshire,161,139,22,4,17.2,21.5
1945,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_190,Gynaecology,Y56,North East & Yorkshire,985,795,190,44,10.3,12.1
1946,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_320,Cardiology,Y56,North East & Yorkshire,772,663,109,17,20.4,21.5
1947,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_330,Dermatology,Y56,North East & Yorkshire,2663,2244,419,51,18.6,21.0
1948,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_340,Respiratory Medicine,Y56,North East & Yorkshire,2907,2624,283,40,8.7,9.5
1949,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_350,Gastroenterology,Y56,North East & Yorkshire,1268,1052,216,24,27.9,29.6
1950,2021-07-01,RXF,Mid Yorkshire Hospitals NHS Trust,C_360,Rheumatology,Y56,North East & Yorkshire,2836,2337,499,35,27.9,31.6
1951,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_100,General Surgery,Y56,North East & Yorkshire,428,323,105,6,13.1,14.5
1952,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_110,Urology,Y56,North East & Yorkshire,2922,2214,708,133,22.5,31.8
1953,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_120,Trauma & Orthopaedics,Y56,North East & Yorkshire,1276,824,452,88,13.1,15.3
1954,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_130,Ear Nose & Throat,Y56,North East & Yorkshire,2395,1591,804,132,9.5,10.6
1955,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_140,Ophthalmology,Y56,North East & Yorkshire,481,328,153,37,9.5,13.5
1956,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_150,Oral Surgery,Y56,North East & Yorkshire,3417,2432,985,67,23.4,30.0
1957,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_160,Neurosurgery,Y56,North East & Yorkshire,2196,1460,736,173,11.5,15.2
1958,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_170,Plastic Surgery,Y56,North East & Yorkshire,1580,1194,386,88,19.5,23.0
1959,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_180,Cardiothoracic Surgery,Y56,North East & Yorkshire,2224,1807,417,38,10.4,12.2
1960,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_190,Gynaecology,Y56,North East & Yorkshire,3475,2433,1042,178,19.5,25.2
1961,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_320,Cardiology,Y56,North East & Yorkshire,1144,874,270,48,15.7,20.4
1962,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_330,Dermatology,Y56,North East & Yorkshire,1066,735,331,40,9.0,12.1
1963,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_340,Respiratory Medicine,Y56,North East & Yorkshire,548,422,126,23,12.4,15.4
1964,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_350,Gastroenterology,Y56,North East & Yorkshire,1516,1111,405,23,11.7,16.1
1965,2021-07-01,RTD,The Newcastle upon Tyne Hospitals NHS FT,C_360,Rheumatology,Y56,North East & Yorkshire,317,226,91,11,26.1,27.5
1966,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_100,General Surgery,Y62,South East,1818,1310,508,104,12.4,17.0
1967,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_110,Urology,Y62,South East,3442,2392,1050,259,18.2,21.8
1968,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_120,Trauma & Orthopaedics,Y62,South East,865,519,346,51,22.2,28.9
1969,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_130,Ear Nose & Throat,Y62,South East,2941,1900,1041,255,25.5,28.0
1970,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_140,Ophthalmology,Y62,South East,2777,1883,894,45,12.7,17.4
1971,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_150,Oral Surgery,Y62,South East,719,503,216,50,16.3,22.6
1972,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_160,Neurosurgery,Y62,South East,1406,876,530,64,12.7,16.4
1973,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_170,Plastic Surgery,Y62,South East,1858,1375,483,73,25.8,31.4
1974,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_180,Cardiothoracic Surgery,Y62,South East,2651,2093,558,131,13.9,18.0
1975,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_190,Gynaecology,Y62,South East,1297,872,425,50,15.1,20.8
1976,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_320,Cardiology,Y62,South East,392,305,87,20,8.1,9.1
1977,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_330,Dermatology,Y62,South East,1724,1218,506,96,9.0,10.9
1978,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_340,Respiratory Medicine,Y62,South East,2975,2252,723,42,10.4,12.3
1979,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_350,Gastroenterology,Y62,South East,2883,2072,811,49,20.3,23.3
1980,2021-07-01,RVV,East Kent Hospitals University NHS FT,C_360,Rheumatology,Y62,South East,2486,1632,854,94,13.9,17.0
1981,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_100,General Surgery,Y62,South East,638,465,173,29,17.4,21.6
1982,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_110,Urology,Y62,South East,3405,2631,774,148,10.0,11.5
1983,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_120,Trauma & Orthopaedics,Y62,South East,2727,1867,860,77,13.9,18.4
1984,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_130,Ear Nose & Throat,Y62,South East,794,574,220,53,23.3,26.6
1985,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_140,Ophthalmology,Y62,South East,502,360,142,23,12.6,16.7
1986,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_150,Oral Surgery,Y62,South East,2777,1988,789,121,19.9,23.0
1987,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_160,Neurosurgery,Y62,South East,1550,1088,462,97,8.4,9.4
1988,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_170,Plastic Surgery,Y62,South East,1329,974,355,64,17.0,18.6
1989,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_180,Cardiothoracic Surgery,Y62,South East,2941,2487,454,73,16.0,20.6
1990,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_190,Gynaecology,Y62,South East,812,622,190,47,21.3,24.7
1991,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_320,Cardiology,Y62,South East,2691,2183,508,60,17.8,21.1
1992,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_330,Dermatology,Y62,South East,741,557,184,32,17.8,20.0
1993,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_340,Respiratory Medicine,Y62,South East,1397,1120,277,65,10.7,12.9
1994,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_350,Gastroenterology,Y62,South East,443,342,101,16,8.3,11.1
1995,2021-07-01,RWF,Maidstone and Tunbridge Wells NHS Trust,C_360,Rheumatology,Y62,South East,2230,1596,634,100,11.3,12.9
1996,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_100,General Surgery,Y59,Midlands,1329,910,419,72,11.4,16.2
1997,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_110,Urology,Y59,Midlands,1081,702,379,33,18.5,25.9
1998,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_120,Trauma & Orthopaedics,Y59,Midlands,1597,935,662,72,16.3,21.8
1999,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_130,Ear Nose & Throat,Y59,Midlands,1340,810,530,63,14.6,20.8
2000,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_140,Ophthalmology,Y59,Midlands,954,630,324,35,23.6,30.2
2001,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_150,Oral Surgery,Y59,Midlands,2414,1488,926,165,26.4,28.4
2002,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_160,Neurosurgery,Y59,Midlands,1254,765,489,93,23.5,27.1
2003,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_170,Plastic Surgery,Y59,Midlands,2262,1459,803,163,15.7,16.5
2004,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_180,Cardiothoracic Surgery,Y59,Midlands,242,174,68,4,19.0,22.1
2005,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_190,Gynaecology,Y59,Midlands,1299,840,459,111,17.0,21.1
2006,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_320,Cardiology,Y59,Midlands,2909,2147,762,171,14.5,17.6
2007,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_330,Dermatology,Y59,Midlands,956,637,319,73,21.2,27.1
2008,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_340,Respiratory Medicine,Y59,Midlands,2231,1632,599,39,20.7,23.7
2009,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_350,Gastroenterology,Y59,Midlands,673,443,230,37,23.1,28.8
2010,2021-07-01,RA4,Worcestershire Acute Hospitals NHS Trust,C_360,Rheumatology,Y59,Midlands,1084,694,390,31,25.0,31.0
2011,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_100,General Surgery,Y62,South East,3183,2581,602,141,19.5,21.2
2012,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_110,Urology,Y62,South East,549,445,104,8,11.8,14.2
2013,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_120,Trauma & Orthopaedics,Y62,South East,2980,2262,718,105,22.4,30.5
2014,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_130,Ear Nose & Throat,Y62,South East,1884,1450,434,104,18.1,23.5
2015,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_140,Ophthalmology,Y62,South East,3240,2566,674,69,23.1,30.1
2016,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_150,Oral Surgery,Y62,South East,444,347,97,23,17.7,23.5
2017,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_160,Neurosurgery,Y62,South East,244,189,55,13,22.2,29.3
2018,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_170,Plastic Surgery,Y62,South East,861,690,171,20,10.8,13.8
2019,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_180,Cardiothoracic Surgery,Y62,South East,920,802,118,12,23.6,31.4
2020,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_190,Gynaecology,Y62,South East,2476,2063,413,48,22.1,23.6
2021,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_320,Cardiology,Y62,South East,689,593,96,10,23.3,24.8
2022,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_330,Dermatology,Y62,South East,1814,1452,362,78,9.9,13.9
2023,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_340,Respiratory Medicine,Y62,South East,1285,1109,176,43,19.2,21.4
2024,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_350,Gastroenterology,Y62,South East,1018,864,154,32,25.7,29.8
2025,2021-07-01,RK9,Portsmouth Hospitals NHS Trust,C_360,Rheumatology,Y62,South East,1283,979,304,39,7.5,9.4
2026,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_100,General Surgery,Y62,South East,2826,1938,888,79,8.6,10.1
2027,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_110,Urology,Y62,South East,1877,1344,533,132,22.1,27.8
2028,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_120,Trauma & Orthopaedics,Y62,South East,2685,1579,1106,55,18.1,19.2
2029,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_130,Ear Nose & Throat,Y62,South East,576,371,205,25,22.0,26.6
2030,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_140,Ophthalmology,Y62,South East,1578,1086,492,112,11.3,12.7
2031,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_150,Oral Surgery,Y62,South East,1938,1362,576,79,22.5,25.1
2032,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_160,Neurosurgery,Y62,South East,2344,1532,812,95,13.3,16.6
2033,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_170,Plastic Surgery,Y62,South East,331,226,105,25,6.9,9.7
2034,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_180,Cardiothoracic Surgery,Y62,South East,1528,1115,413,35,11.0,12.6
2035,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_190,Gynaecology,Y62,South East,2308,1568,740,155,9.5,11.6
2036,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_320,Cardiology,Y62,South East,1876,1436,440,62,9.7,10.8
2037,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_330,Dermatology,Y62,South East,881,589,292,64,23.1,25.6
2038,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_340,Respiratory Medicine,Y62,South East,2382,1693,689,149,19.0,23.3
2039,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_350,Gastroenterology,Y62,South East,875,629,246,19,21.6,26.2
2040,2021-07-01,RD1,Royal Surrey County Hospital NHS Foundation Trust,C_360,Rheumatology,Y62,South East,762,511,251,60,15.2,20.4
2041,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_100,General Surgery,Y63,South West,1787,1213,574,127,7.4,10.2
2042,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_110,Urology,Y63,South West,1932,1414,518,109,15.7,17.1
2043,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_120,Trauma & Orthopaedics,Y63,South West,888,569,319,60,26.6,29.2
2044,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_130,Ear Nose & Throat,Y63,South West,533,336,197,33,6.8,8.7
2045,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_140,Ophthalmology,Y63,South West,830,565,265,19,15.2,20.1
2046,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_150,Oral Surgery,Y63,South West,1455,954,501,31,20.9,23.6
2047,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_160,Neurosurgery,Y63,South West,2704,1746,958,115,23.5,27.9
2048,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_170,Plastic Surgery,Y63,South West,3254,2372,882,44,25.4,29.5
2049,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_180,Cardiothoracic Surgery,Y63,South West,1773,1389,384,60,8.0,8.6
2050,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_190,Gynaecology,Y63,South West,2915,1924,991,225,10.6,11.2
2051,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_320,Cardiology,Y63,South West,3461,2702,759,120,10.8,13.5
2052,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_330,Dermatology,Y63,South West,1487,1059,428,32,15.4,19.2
2053,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_340,Respiratory Medicine,Y63,South West,739,535,204,19,24.9,26.6
2054,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_350,Gastroenterology,Y63,South West,501,349,152,20,16.5,23.6
2055,2021-07-01,RA7,University Hospitals Bristol NHS Foundation Trust,C_360,Rheumatology,Y63,South West,1772,1174,598,64,25.2,29.1
2056,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_100,General Surgery,Y63,South West,2433,1819,614,73,10.1,10.8
2057,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_110,Urology,Y63,South West,1199,925,274,50,17.5,24.3
2058,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_120,Trauma & Orthopaedics,Y63,South West,1872,1226,646,83,8.8,10.1
2059,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_130,Ear Nose & Throat,Y63,South West,1481,1060,421,50,20.4,28.6
2060,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_140,Ophthalmology,Y63,South West,2364,1716,648,133,19.1,22.0
2061,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_150,Oral Surgery,Y63,South West,1508,1170,338,47,22.3,24.8
2062,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_160,Neurosurgery,Y63,South West,3146,2220,926,90,18.2,19.6
2063,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_170,Plastic Surgery,Y63,South West,1206,961,245,50,16.9,19.3
2064,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_180,Cardiothoracic Surgery,Y63,South West,1371,1103,268,31,6.0,8.1
2065,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_190,Gynaecology,Y63,South West,1655,1230,425,83,15.2,19.2
2066,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_320,Cardiology,Y63,South West,3138,2659,479,102,18.4,23.9
2067,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_330,Dermatology,Y63,South West,1000,757,243,52,26.2,31.1
2068,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_340,Respiratory Medicine,Y63,South West,1899,1592,307,71,22.2,23.7
2069,2021-07-01,RTE,Gloucestershire Hospitals NHS Foundation Trust,C_350,Gastroenterology,Y63,South West,3355,2709,646,75,9.8,12.3
