order_id,supplier_id,supplier_name,supplier_tier,delivery_mode,product_category,warehouse,order_date,planned_delivery,actual_delivery,order_year,order_month,order_quarter,month_name,lead_time_days,delay_days,on_time_flag,qty_ordered,qty_received,qty_damaged,defect_rate_pct,unit_cost,order_value,complete_flag
PO-01435,S006,PrimeParts Inc.,Tier 1,Sea,Raw Materials,WH-West,2022-09-21,2022-10-04,2022-10-04,2022,9,Q3,Sep,13,0,1,1591,1591,0,0.0,258.59,411416.69,1
PO-01436,S003,Apex Supply Co.,Tier 2,Road,Textiles,WH-South,2022-09-21,2022-09-28,2022-09-28,2022,9,Q3,Sep,7,0,1,1338,1338,0,0.0,146.92,196578.96,1
PO-01437,S008,Northern Logistics,Tier 3,Rail,Components,WH-South,2022-09-22,2022-09-26,2022-09-26,2022,9,Q3,Sep,4,0,1,1148,1148,0,0.0,266.16,305551.68,1
PO-01438,S009,Eastside Components,Tier 2,Sea,Packaging,WH-South,2022-09-22,2022-10-05,2022-10-05,2022,9,Q3,Sep,13,0,1,666,666,0,0.0,174.45,116183.7,1
PO-01439,S004,Global Parts Ltd,Tier 1,Air,Electronics,WH-West,2022-09-22,2022-10-08,2022-10-08,2022,9,Q3,Sep,16,0,1,1794,1794,0,0.0,456.17,818368.98,1
PO-01440,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-West,2022-09-22,2022-10-06,2022-10-15,2022,9,Q3,Sep,14,9,0,87,87,0,0.0,417.81,36349.47,1
PO-01441,S006,PrimeParts Inc.,Tier 1,Sea,Components,WH-West,2022-09-22,2022-10-08,2022-10-08,2022,9,Q3,Sep,16,0,1,923,923,0,0.0,89.46,82571.58,1
PO-01442,S008,Northern Logistics,Tier 3,Rail,Packaging,WH-West,2022-09-22,2022-10-05,2022-10-13,2022,9,Q3,Sep,13,8,0,338,338,0,0.0,195.59,66109.42,1
PO-01443,S001,FastTrack Logistics,Tier 1,Road,Spare Parts,WH-South,2022-09-22,2022-09-30,2022-09-30,2022,9,Q3,Sep,8,0,1,623,623,0,0.0,155.99,97181.77,1
PO-01444,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-North,2022-09-23,2022-10-06,2022-10-06,2022,9,Q3,Sep,13,0,1,273,273,0,0.0,451.5,123259.5,1
PO-01445,S001,FastTrack Logistics,Tier 1,Road,Chemicals,WH-South,2022-09-23,2022-10-03,2022-10-03,2022,9,Q3,Sep,10,0,1,1946,1946,0,0.0,453.77,883036.42,1
PO-01446,S008,Northern Logistics,Tier 3,Rail,Chemicals,WH-South,2022-09-23,2022-10-04,2022-10-04,2022,9,Q3,Sep,11,0,1,854,854,0,0.0,56.22,48011.88,1
PO-01447,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-Central,2022-09-24,2022-10-12,2022-10-20,2022,9,Q3,Sep,18,8,0,1206,1206,0,0.0,275.57,332337.42,1
PO-01448,S003,Apex Supply Co.,Tier 2,Road,Textiles,WH-West,2022-09-24,2022-10-15,2022-10-15,2022,9,Q3,Sep,21,0,1,1070,1070,0,0.0,340.92,364784.4,1
PO-01449,S010,Reliable Goods Co.,Tier 3,Road,Raw Materials,WH-South,2022-09-24,2022-10-04,2022-10-04,2022,9,Q3,Sep,10,0,1,506,444,62,12.25,489.02,247444.12,0
PO-01450,S001,FastTrack Logistics,Tier 1,Road,Packaging,WH-West,2022-09-24,2022-10-15,2022-10-15,2022,9,Q3,Sep,21,0,1,1718,1718,0,0.0,23.36,40132.48,1
PO-01451,S003,Apex Supply Co.,Tier 2,Road,Raw Materials,WH-Central,2022-09-24,2022-10-05,2022-10-05,2022,9,Q3,Sep,11,0,1,905,905,0,0.0,433.63,392435.15,1
PO-01452,S010,Reliable Goods Co.,Tier 3,Road,Chemicals,WH-East,2022-09-24,2022-10-03,2022-10-13,2022,9,Q3,Sep,9,10,0,1437,1437,0,0.0,183.77,264077.49,1
PO-01453,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-Central,2022-09-25,2022-09-28,2022-09-28,2022,9,Q3,Sep,3,0,1,617,617,0,0.0,141.65,87398.05,1
PO-01454,S004,Global Parts Ltd,Tier 1,Air,Packaging,WH-West,2022-09-25,2022-10-08,2022-10-08,2022,9,Q3,Sep,13,0,1,817,817,0,0.0,120.8,98693.6,1
PO-01455,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-South,2022-09-25,2022-10-08,2022-10-08,2022,9,Q3,Sep,13,0,1,874,874,0,0.0,490.58,428766.92,1
PO-01456,S001,FastTrack Logistics,Tier 1,Road,Components,WH-South,2022-09-25,2022-10-10,2022-10-10,2022,9,Q3,Sep,15,0,1,1000,1000,0,0.0,6.88,6880.0,1
PO-01457,S006,PrimeParts Inc.,Tier 1,Sea,Electronics,WH-South,2022-09-25,2022-10-14,2022-10-14,2022,9,Q3,Sep,19,0,1,294,294,0,0.0,362.83,106672.02,1
PO-01458,S001,FastTrack Logistics,Tier 1,Road,Textiles,WH-West,2022-09-25,2022-10-01,2022-10-01,2022,9,Q3,Sep,6,0,1,775,775,0,0.0,300.61,232972.75,1
PO-01459,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-West,2022-09-25,2022-10-06,2022-10-06,2022,9,Q3,Sep,11,0,1,1302,1302,0,0.0,375.4,488770.8,1
PO-01460,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-Central,2022-09-25,2022-10-14,2022-10-14,2022,9,Q3,Sep,19,0,1,137,137,0,0.0,319.16,43724.92,1
PO-01461,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-North,2022-09-26,2022-10-11,2022-10-11,2022,9,Q3,Sep,15,0,1,1605,1605,0,0.0,283.4,454857.0,1
PO-01462,S007,Swift Carriers,Tier 2,Road,Raw Materials,WH-East,2022-09-26,2022-10-09,2022-10-18,2022,9,Q3,Sep,13,9,0,1176,1176,0,0.0,178.02,209351.52,1
PO-01463,S001,FastTrack Logistics,Tier 1,Road,Textiles,WH-East,2022-09-26,2022-10-16,2022-10-16,2022,9,Q3,Sep,20,0,1,585,585,0,0.0,200.22,117128.7,1
PO-01464,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-South,2022-09-26,2022-10-14,2022-10-14,2022,9,Q3,Sep,18,0,1,383,383,0,0.0,131.04,50188.32,1
PO-01465,S004,Global Parts Ltd,Tier 1,Air,Raw Materials,WH-East,2022-09-26,2022-10-07,2022-10-07,2022,9,Q3,Sep,11,0,1,1076,1076,0,0.0,224.34,241389.84,1
PO-01466,S003,Apex Supply Co.,Tier 2,Road,Textiles,WH-East,2022-09-26,2022-10-05,2022-10-05,2022,9,Q3,Sep,9,0,1,1897,1897,0,0.0,420.55,797783.35,1
PO-01467,S006,PrimeParts Inc.,Tier 1,Sea,Textiles,WH-South,2022-09-27,2022-10-14,2022-10-14,2022,9,Q3,Sep,17,0,1,1581,1581,0,0.0,7.33,11588.73,1
PO-01468,S003,Apex Supply Co.,Tier 2,Road,Spare Parts,WH-East,2022-09-27,2022-10-11,2022-10-11,2022,9,Q3,Sep,14,0,1,595,595,0,0.0,422.54,251411.3,1
PO-01469,S003,Apex Supply Co.,Tier 2,Road,Textiles,WH-West,2022-09-27,2022-10-11,2022-10-11,2022,9,Q3,Sep,14,0,1,487,487,0,0.0,239.94,116850.78,1
PO-01470,S006,PrimeParts Inc.,Tier 1,Sea,Packaging,WH-East,2022-09-27,2022-10-06,2022-10-06,2022,9,Q3,Sep,9,0,1,1964,1964,0,0.0,31.16,61198.24,1
PO-01471,S010,Reliable Goods Co.,Tier 3,Road,Chemicals,WH-North,2022-09-27,2022-10-03,2022-10-13,2022,9,Q3,Sep,6,10,0,256,256,0,0.0,243.19,62256.64,1
PO-01472,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-East,2022-09-27,2022-10-12,2022-10-14,2022,9,Q3,Sep,15,2,0,176,176,0,0.0,108.13,19030.88,1
PO-01473,S004,Global Parts Ltd,Tier 1,Air,Textiles,WH-East,2022-09-28,2022-10-03,2022-10-03,2022,9,Q3,Sep,5,0,1,977,977,0,0.0,355.78,347597.06,1
PO-01474,S004,Global Parts Ltd,Tier 1,Air,Chemicals,WH-North,2022-09-28,2022-10-16,2022-10-16,2022,9,Q3,Sep,18,0,1,1452,1452,0,0.0,328.98,477678.96,1
PO-01475,S004,Global Parts Ltd,Tier 1,Air,Raw Materials,WH-Central,2022-09-28,2022-10-03,2022-10-03,2022,9,Q3,Sep,5,0,1,1656,1656,0,0.0,157.46,260753.76,1
PO-01476,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-North,2022-09-28,2022-10-04,2022-10-04,2022,9,Q3,Sep,6,0,1,1587,1542,45,2.84,208.15,330334.05,0
PO-01477,S008,Northern Logistics,Tier 3,Rail,Raw Materials,WH-South,2022-09-28,2022-10-15,2022-10-15,2022,9,Q3,Sep,17,0,1,1053,1053,0,0.0,67.17,70730.01,1
PO-01478,S002,BlueStar Freight,Tier 1,Rail,Spare Parts,WH-North,2022-09-28,2022-10-19,2022-10-19,2022,9,Q3,Sep,21,0,1,1833,1833,0,0.0,107.48,197010.84,1
PO-01479,S010,Reliable Goods Co.,Tier 3,Road,Components,WH-North,2022-09-29,2022-10-06,2022-10-17,2022,9,Q3,Sep,7,11,0,1435,1435,0,0.0,180.14,258500.9,1
PO-01480,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-North,2022-09-29,2022-10-07,2022-10-07,2022,9,Q3,Sep,8,0,1,1986,1986,0,0.0,421.58,837257.88,1
PO-01481,S006,PrimeParts Inc.,Tier 1,Sea,Chemicals,WH-Central,2022-09-29,2022-10-16,2022-10-16,2022,9,Q3,Sep,17,0,1,1145,1145,0,0.0,288.78,330653.1,1
PO-01482,S010,Reliable Goods Co.,Tier 3,Road,Raw Materials,WH-South,2022-09-29,2022-10-13,2022-10-13,2022,9,Q3,Sep,14,0,1,576,576,0,0.0,310.27,178715.52,1
PO-01483,S001,FastTrack Logistics,Tier 1,Road,Textiles,WH-South,2022-09-29,2022-10-02,2022-10-02,2022,9,Q3,Sep,3,0,1,895,895,0,0.0,352.02,315057.9,1
PO-01484,S005,Metro Distributors,Tier 2,Road,Packaging,WH-Central,2022-09-29,2022-10-09,2022-10-21,2022,9,Q3,Sep,10,12,0,1438,1438,0,0.0,8.77,12611.26,1
PO-01485,S001,FastTrack Logistics,Tier 1,Road,Chemicals,WH-East,2022-09-30,2022-10-21,2022-10-21,2022,9,Q3,Sep,21,0,1,1991,1806,185,9.29,441.53,879086.23,0
PO-01486,S001,FastTrack Logistics,Tier 1,Road,Electronics,WH-North,2022-09-30,2022-10-15,2022-10-15,2022,9,Q3,Sep,15,0,1,503,503,0,0.0,247.55,124517.65,1
PO-01487,S005,Metro Distributors,Tier 2,Road,Chemicals,WH-North,2022-09-30,2022-10-16,2022-10-16,2022,9,Q3,Sep,16,0,1,1488,1488,0,0.0,162.2,241353.6,1
PO-01488,S008,Northern Logistics,Tier 3,Rail,Finished Goods,WH-Central,2022-09-30,2022-10-11,2022-10-11,2022,9,Q3,Sep,11,0,1,1355,1283,72,5.31,47.78,64741.9,0
PO-01489,S007,Swift Carriers,Tier 2,Road,Textiles,WH-Central,2022-09-30,2022-10-04,2022-10-04,2022,9,Q3,Sep,4,0,1,1834,1834,0,0.0,230.27,422315.18,1
PO-01490,S004,Global Parts Ltd,Tier 1,Air,Components,WH-East,2022-10-01,2022-10-13,2022-10-13,2022,10,Q4,Oct,12,0,1,1475,1475,0,0.0,83.08,122543.0,1
PO-01491,S005,Metro Distributors,Tier 2,Road,Textiles,WH-Central,2022-10-01,2022-10-08,2022-10-21,2022,10,Q4,Oct,7,13,0,1392,1248,144,10.34,248.44,345828.48,0
PO-01492,S001,FastTrack Logistics,Tier 1,Road,Electronics,WH-East,2022-10-01,2022-10-19,2022-10-19,2022,10,Q4,Oct,18,0,1,920,920,0,0.0,296.92,273166.4,1
PO-01493,S009,Eastside Components,Tier 2,Sea,Spare Parts,WH-South,2022-10-01,2022-10-13,2022-10-13,2022,10,Q4,Oct,12,0,1,1059,1059,0,0.0,444.41,470630.19,1
PO-01494,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-West,2022-10-01,2022-10-09,2022-10-20,2022,10,Q4,Oct,8,11,0,728,671,57,7.83,401.11,292008.08,0
PO-01495,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-South,2022-10-01,2022-10-09,2022-10-09,2022,10,Q4,Oct,8,0,1,484,484,0,0.0,21.86,10580.24,1
PO-01496,S008,Northern Logistics,Tier 3,Rail,Components,WH-Central,2022-10-01,2022-10-05,2022-10-05,2022,10,Q4,Oct,4,0,1,727,727,0,0.0,323.77,235380.79,1
PO-01497,S002,BlueStar Freight,Tier 1,Rail,Packaging,WH-Central,2022-10-01,2022-10-10,2022-10-10,2022,10,Q4,Oct,9,0,1,1086,1086,0,0.0,294.93,320293.98,1
PO-01498,S006,PrimeParts Inc.,Tier 1,Sea,Electronics,WH-North,2022-10-02,2022-10-06,2022-10-06,2022,10,Q4,Oct,4,0,1,1433,1433,0,0.0,226.31,324302.23,1
PO-01499,S005,Metro Distributors,Tier 2,Road,Electronics,WH-West,2022-10-02,2022-10-10,2022-10-23,2022,10,Q4,Oct,8,13,0,205,205,0,0.0,58.95,12084.75,1
PO-01500,S008,Northern Logistics,Tier 3,Rail,Spare Parts,WH-West,2022-10-02,2022-10-10,2022-10-10,2022,10,Q4,Oct,8,0,1,772,772,0,0.0,132.37,102189.64,1
PO-01501,S008,Northern Logistics,Tier 3,Rail,Raw Materials,WH-Central,2022-10-02,2022-10-10,2022-10-14,2022,10,Q4,Oct,8,4,0,1578,1578,0,0.0,435.5,687219.0,1
PO-01502,S005,Metro Distributors,Tier 2,Road,Finished Goods,WH-West,2022-10-02,2022-10-14,2022-10-14,2022,10,Q4,Oct,12,0,1,996,917,79,7.93,452.38,450570.48,0
PO-01503,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-Central,2022-10-02,2022-10-14,2022-10-14,2022,10,Q4,Oct,12,0,1,793,793,0,0.0,213.45,169265.85,1
PO-01504,S005,Metro Distributors,Tier 2,Road,Chemicals,WH-East,2022-10-02,2022-10-19,2022-10-19,2022,10,Q4,Oct,17,0,1,257,257,0,0.0,436.1,112077.7,1
PO-01505,S003,Apex Supply Co.,Tier 2,Road,Finished Goods,WH-North,2022-10-03,2022-10-10,2022-10-10,2022,10,Q4,Oct,7,0,1,876,876,0,0.0,457.44,400717.44,1
PO-01506,S006,PrimeParts Inc.,Tier 1,Sea,Finished Goods,WH-South,2022-10-03,2022-10-09,2022-10-09,2022,10,Q4,Oct,6,0,1,534,534,0,0.0,228.78,122168.52,1
PO-01507,S009,Eastside Components,Tier 2,Sea,Chemicals,WH-West,2022-10-03,2022-10-19,2022-10-19,2022,10,Q4,Oct,16,0,1,1388,1388,0,0.0,375.19,520763.72,1
PO-01508,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-West,2022-10-03,2022-10-07,2022-10-09,2022,10,Q4,Oct,4,2,0,368,355,13,3.53,5.41,1990.88,0
PO-01509,S004,Global Parts Ltd,Tier 1,Air,Electronics,WH-Central,2022-10-04,2022-10-22,2022-10-22,2022,10,Q4,Oct,18,0,1,1265,1265,0,0.0,498.34,630400.1,1
PO-01510,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-Central,2022-10-04,2022-10-11,2022-10-11,2022,10,Q4,Oct,7,0,1,851,851,0,0.0,483.22,411220.22,1
PO-01511,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-Central,2022-10-04,2022-10-24,2022-10-29,2022,10,Q4,Oct,20,5,0,1944,1944,0,0.0,201.75,392202.0,1
PO-01512,S008,Northern Logistics,Tier 3,Rail,Packaging,WH-Central,2022-10-04,2022-10-09,2022-10-13,2022,10,Q4,Oct,5,4,0,1859,1626,233,12.53,108.61,201905.99,0
PO-01513,S003,Apex Supply Co.,Tier 2,Road,Raw Materials,WH-South,2022-10-04,2022-10-11,2022-10-11,2022,10,Q4,Oct,7,0,1,323,323,0,0.0,380.81,123001.63,1
PO-01514,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-South,2022-10-04,2022-10-17,2022-10-17,2022,10,Q4,Oct,13,0,1,1256,1256,0,0.0,287.75,361414.0,1
PO-01515,S003,Apex Supply Co.,Tier 2,Road,Packaging,WH-East,2022-10-05,2022-10-11,2022-10-11,2022,10,Q4,Oct,6,0,1,1844,1844,0,0.0,9.14,16854.16,1
PO-01516,S010,Reliable Goods Co.,Tier 3,Road,Raw Materials,WH-South,2022-10-05,2022-10-21,2022-11-04,2022,10,Q4,Oct,16,14,0,1848,1848,0,0.0,162.16,299671.68,1
PO-01517,S009,Eastside Components,Tier 2,Sea,Electronics,WH-North,2022-10-05,2022-10-24,2022-10-24,2022,10,Q4,Oct,19,0,1,1812,1812,0,0.0,218.12,395233.44,1
PO-01518,S010,Reliable Goods Co.,Tier 3,Road,Spare Parts,WH-East,2022-10-05,2022-10-11,2022-10-15,2022,10,Q4,Oct,6,4,0,710,710,0,0.0,284.82,202222.2,1
PO-01519,S002,BlueStar Freight,Tier 1,Rail,Finished Goods,WH-Central,2022-10-05,2022-10-15,2022-10-15,2022,10,Q4,Oct,10,0,1,1003,1003,0,0.0,430.52,431811.56,1
PO-01520,S005,Metro Distributors,Tier 2,Road,Electronics,WH-East,2022-10-06,2022-10-23,2022-10-23,2022,10,Q4,Oct,17,0,1,1597,1499,98,6.14,269.66,430647.02,0
PO-01521,S003,Apex Supply Co.,Tier 2,Road,Spare Parts,WH-North,2022-10-06,2022-10-16,2022-10-16,2022,10,Q4,Oct,10,0,1,391,391,0,0.0,112.88,44136.08,1
PO-01522,S003,Apex Supply Co.,Tier 2,Road,Components,WH-West,2022-10-06,2022-10-27,2022-10-27,2022,10,Q4,Oct,21,0,1,101,101,0,0.0,340.04,34344.04,1
PO-01523,S005,Metro Distributors,Tier 2,Road,Textiles,WH-North,2022-10-06,2022-10-27,2022-10-27,2022,10,Q4,Oct,21,0,1,1377,1377,0,0.0,430.52,592826.04,1
PO-01524,S008,Northern Logistics,Tier 3,Rail,Packaging,WH-West,2022-10-07,2022-10-27,2022-10-31,2022,10,Q4,Oct,20,4,0,1743,1743,0,0.0,350.56,611026.08,1
PO-01525,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-East,2022-10-07,2022-10-26,2022-10-26,2022,10,Q4,Oct,19,0,1,1051,1051,0,0.0,241.61,253932.11,1
PO-01526,S002,BlueStar Freight,Tier 1,Rail,Electronics,WH-North,2022-10-07,2022-10-17,2022-10-17,2022,10,Q4,Oct,10,0,1,1667,1667,0,0.0,252.73,421300.91,1
PO-01527,S010,Reliable Goods Co.,Tier 3,Road,Chemicals,WH-South,2022-10-07,2022-10-13,2022-10-17,2022,10,Q4,Oct,6,4,0,506,506,0,0.0,296.6,150079.6,1
PO-01528,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-North,2022-10-07,2022-10-23,2022-10-23,2022,10,Q4,Oct,16,0,1,449,449,0,0.0,358.61,161015.89,1
PO-01529,S003,Apex Supply Co.,Tier 2,Road,Packaging,WH-North,2022-10-07,2022-10-20,2022-10-20,2022,10,Q4,Oct,13,0,1,1135,1135,0,0.0,309.87,351702.45,1
PO-01530,S002,BlueStar Freight,Tier 1,Rail,Electronics,WH-East,2022-10-08,2022-10-14,2022-10-14,2022,10,Q4,Oct,6,0,1,1217,1217,0,0.0,165.38,201267.46,1
PO-01531,S003,Apex Supply Co.,Tier 2,Road,Electronics,WH-Central,2022-10-08,2022-10-15,2022-10-15,2022,10,Q4,Oct,7,0,1,1920,1920,0,0.0,52.46,100723.2,1
PO-01532,S004,Global Parts Ltd,Tier 1,Air,Textiles,WH-Central,2022-10-08,2022-10-23,2022-10-23,2022,10,Q4,Oct,15,0,1,1642,1642,0,0.0,330.77,543124.34,1
PO-01533,S009,Eastside Components,Tier 2,Sea,Electronics,WH-West,2022-10-09,2022-10-16,2022-10-16,2022,10,Q4,Oct,7,0,1,1154,1154,0,0.0,109.78,126686.12,1
PO-01534,S006,PrimeParts Inc.,Tier 1,Sea,Components,WH-South,2022-10-09,2022-10-14,2022-10-15,2022,10,Q4,Oct,5,1,0,1176,1176,0,0.0,180.75,212562.0,1
PO-01535,S005,Metro Distributors,Tier 2,Road,Electronics,WH-North,2022-10-09,2022-10-23,2022-10-23,2022,10,Q4,Oct,14,0,1,1102,1102,0,0.0,318.39,350865.78,1
PO-01536,S004,Global Parts Ltd,Tier 1,Air,Chemicals,WH-South,2022-10-09,2022-10-22,2022-10-22,2022,10,Q4,Oct,13,0,1,1892,1892,0,0.0,155.9,294962.8,1
PO-01537,S008,Northern Logistics,Tier 3,Rail,Raw Materials,WH-Central,2022-10-09,2022-10-23,2022-10-23,2022,10,Q4,Oct,14,0,1,1973,1973,0,0.0,168.33,332115.09,1
PO-01538,S004,Global Parts Ltd,Tier 1,Air,Electronics,WH-Central,2022-10-09,2022-10-21,2022-10-21,2022,10,Q4,Oct,12,0,1,677,677,0,0.0,349.18,236394.86,1
PO-01539,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-East,2022-10-10,2022-10-17,2022-10-19,2022,10,Q4,Oct,7,2,0,1095,1095,0,0.0,354.13,387772.35,1
PO-01540,S005,Metro Distributors,Tier 2,Road,Components,WH-South,2022-10-10,2022-10-17,2022-10-17,2022,10,Q4,Oct,7,0,1,1883,1883,0,0.0,13.45,25326.35,1
PO-01541,S009,Eastside Components,Tier 2,Sea,Finished Goods,WH-North,2022-10-10,2022-10-31,2022-10-31,2022,10,Q4,Oct,21,0,1,1919,1919,0,0.0,249.82,479404.58,1
PO-01542,S005,Metro Distributors,Tier 2,Road,Components,WH-West,2022-10-10,2022-10-28,2022-10-28,2022,10,Q4,Oct,18,0,1,703,703,0,0.0,86.2,60598.6,1
PO-01543,S003,Apex Supply Co.,Tier 2,Road,Chemicals,WH-Central,2022-10-10,2022-10-23,2022-10-24,2022,10,Q4,Oct,13,1,0,716,716,0,0.0,230.42,164980.72,1
PO-01544,S008,Northern Logistics,Tier 3,Rail,Spare Parts,WH-Central,2022-10-10,2022-10-18,2022-10-18,2022,10,Q4,Oct,8,0,1,1252,1252,0,0.0,419.92,525739.84,1
PO-01545,S010,Reliable Goods Co.,Tier 3,Road,Packaging,WH-South,2022-10-10,2022-10-24,2022-10-24,2022,10,Q4,Oct,14,0,1,1520,1520,0,0.0,465.18,707073.6,1
PO-01546,S004,Global Parts Ltd,Tier 1,Air,Components,WH-East,2022-10-11,2022-11-01,2022-11-01,2022,10,Q4,Oct,21,0,1,763,763,0,0.0,423.22,322916.86,1
PO-01547,S002,BlueStar Freight,Tier 1,Rail,Components,WH-West,2022-10-11,2022-10-26,2022-10-26,2022,10,Q4,Oct,15,0,1,133,133,0,0.0,253.13,33666.29,1
PO-01548,S009,Eastside Components,Tier 2,Sea,Packaging,WH-West,2022-10-11,2022-10-21,2022-10-21,2022,10,Q4,Oct,10,0,1,1241,1241,0,0.0,474.04,588283.64,1
PO-01549,S001,FastTrack Logistics,Tier 1,Road,Finished Goods,WH-West,2022-10-11,2022-10-25,2022-10-25,2022,10,Q4,Oct,14,0,1,1598,1598,0,0.0,180.91,289094.18,1
PO-01550,S004,Global Parts Ltd,Tier 1,Air,Electronics,WH-South,2022-10-11,2022-10-24,2022-10-24,2022,10,Q4,Oct,13,0,1,714,714,0,0.0,228.09,162856.26,1
PO-01551,S010,Reliable Goods Co.,Tier 3,Road,Electronics,WH-South,2022-10-12,2022-10-20,2022-10-20,2022,10,Q4,Oct,8,0,1,739,739,0,0.0,431.76,319070.64,1
PO-01552,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-East,2022-10-12,2022-10-24,2022-10-24,2022,10,Q4,Oct,12,0,1,157,157,0,0.0,160.0,25120.0,1
PO-01553,S008,Northern Logistics,Tier 3,Rail,Spare Parts,WH-North,2022-10-12,2022-10-30,2022-11-07,2022,10,Q4,Oct,18,8,0,557,557,0,0.0,69.67,38806.19,1
PO-01554,S008,Northern Logistics,Tier 3,Rail,Textiles,WH-North,2022-10-13,2022-10-24,2022-10-24,2022,10,Q4,Oct,11,0,1,1058,1058,0,0.0,62.01,65606.58,1
PO-01555,S007,Swift Carriers,Tier 2,Road,Packaging,WH-South,2022-10-13,2022-10-25,2022-11-04,2022,10,Q4,Oct,12,10,0,901,901,0,0.0,469.45,422974.45,1
PO-01556,S005,Metro Distributors,Tier 2,Road,Raw Materials,WH-West,2022-10-13,2022-11-01,2022-11-05,2022,10,Q4,Oct,19,4,0,195,195,0,0.0,352.85,68805.75,1
PO-01557,S004,Global Parts Ltd,Tier 1,Air,Spare Parts,WH-Central,2022-10-13,2022-10-19,2022-10-19,2022,10,Q4,Oct,6,0,1,730,730,0,0.0,424.57,309936.1,1
PO-01558,S002,BlueStar Freight,Tier 1,Rail,Textiles,WH-East,2022-10-13,2022-11-01,2022-11-01,2022,10,Q4,Oct,19,0,1,350,350,0,0.0,440.37,154129.5,1
PO-01559,S002,BlueStar Freight,Tier 1,Rail,Finished Goods,WH-South,2022-10-13,2022-10-23,2022-10-23,2022,10,Q4,Oct,10,0,1,673,673,0,0.0,122.29,82301.17,1
PO-01560,S009,Eastside Components,Tier 2,Sea,Textiles,WH-Central,2022-10-13,2022-10-28,2022-10-28,2022,10,Q4,Oct,15,0,1,308,308,0,0.0,363.94,112093.52,1
PO-01561,S007,Swift Carriers,Tier 2,Road,Finished Goods,WH-Central,2022-10-14,2022-10-30,2022-10-30,2022,10,Q4,Oct,16,0,1,153,153,0,0.0,407.51,62349.03,1
PO-01562,S001,FastTrack Logistics,Tier 1,Road,Finished Goods,WH-South,2022-10-14,2022-11-02,2022-11-02,2022,10,Q4,Oct,19,0,1,1176,1176,0,0.0,402.99,473916.24,1
PO-01563,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-West,2022-10-14,2022-10-29,2022-10-29,2022,10,Q4,Oct,15,0,1,1778,1778,0,0.0,422.38,750991.64,1
PO-01564,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-West,2022-10-14,2022-11-03,2022-11-03,2022,10,Q4,Oct,20,0,1,1528,1528,0,0.0,322.29,492459.12,1
PO-01565,S010,Reliable Goods Co.,Tier 3,Road,Textiles,WH-East,2022-10-15,2022-10-22,2022-10-22,2022,10,Q4,Oct,7,0,1,519,496,23,4.43,470.53,244205.07,0
PO-01566,S006,PrimeParts Inc.,Tier 1,Sea,Electronics,WH-North,2022-10-15,2022-10-29,2022-10-29,2022,10,Q4,Oct,14,0,1,1545,1413,132,8.54,389.69,602071.05,0
PO-01567,S009,Eastside Components,Tier 2,Sea,Raw Materials,WH-East,2022-10-15,2022-10-28,2022-10-28,2022,10,Q4,Oct,13,0,1,1869,1869,0,0.0,254.11,474931.59,1
PO-01568,S006,PrimeParts Inc.,Tier 1,Sea,Finished Goods,WH-South,2022-10-16,2022-10-30,2022-10-30,2022,10,Q4,Oct,14,0,1,229,229,0,0.0,406.48,93083.92,1
PO-01569,S007,Swift Carriers,Tier 2,Road,Chemicals,WH-West,2022-10-16,2022-10-21,2022-10-21,2022,10,Q4,Oct,5,0,1,1596,1596,0,0.0,246.19,392919.24,1
PO-01570,S004,Global Parts Ltd,Tier 1,Air,Components,WH-South,2022-10-16,2022-10-31,2022-10-31,2022,10,Q4,Oct,15,0,1,1056,1056,0,0.0,470.29,496626.24,1
PO-01571,S008,Northern Logistics,Tier 3,Rail,Electronics,WH-East,2022-10-16,2022-11-02,2022-11-02,2022,10,Q4,Oct,17,0,1,1458,1458,0,0.0,130.55,190341.9,1
