order_details_id,order_id,item_id
6473,3110,28
6474,3111,17
6475,3111,13
6476,3111,28
6477,3111,8
6478,3112,3
6479,3112,25
6480,3112,9
6481,3113,17
6482,3113,8
6483,3113,5
6484,3114,6
6485,3115,9
6486,3115,2
6487,3116,30
6488,3116,2
6489,3117,2
6490,3117,14
6491,3118,15
6492,3118,8
6493,3118,31
6494,3119,18
6495,3119,29
6496,3120,17
6497,3120,8
6498,3120,29
6499,3121,25
6500,3121,31
6501,3121,21
6502,3122,11
6503,3122,10
6504,3123,31
6505,3124,27
6506,3124,25
6507,3124,9
6508,3125,1
6509,3126,8
6510,3126,26
6511,3127,23
6512,3127,1
6513,3127,17
6514,3128,30
6515,3128,16
6516,3129,9
6517,3130,22
6518,3130,15
6519,3130,20
6520,3131,10
6521,3132,31
6522,3132,21
6523,3132,30
6524,3133,26
6525,3133,3
6526,3133,15
6527,3134,22
6528,3135,6
6529,3135,14
6530,3136,5
6531,3137,22
6532,3138,11
6533,3138,20
6534,3138,3
6535,3139,29
6536,3139,18
6537,3139,30
6538,3140,11
6539,3140,15
6540,3140,29
6541,3140,17
6542,3141,10
6543,3142,2
6544,3142,6
6545,3143,11
6546,3144,6
6547,3145,8
6548,3145,13
6549,3146,17
6550,3147,27
6551,3148,5
6552,3148,11
6553,3148,9
6554,3149,26
6555,3150,15
6556,3150,25
6557,3151,2
6558,3151,13
6559,3151,8
6560,3152,24
6561,3152,5
6562,3152,17
6563,3153,17
6564,3154,4
6565,3154,10
6566,3155,31
6567,3156,1
6568,3156,9
6569,3156,30
6570,3156,31
6571,3157,13
6572,3157,11
6573,3157,18
6574,3158,8
6575,3158,26
6576,3158,6
6577,3158,13
6578,3159,25
6579,3159,13
6580,3160,29
6581,3160,9
6582,3161,15
6583,3162,2
6584,3162,30
6585,3163,7
6586,3163,8
6587,3164,31
6588,3165,8
6589,3165,26
6590,3166,6
6591,3166,26
6592,3167,8
6593,3167,27
6594,3168,5
6595,3168,11
6596,3169,3
6597,3169,8
6598,3169,14
6599,3169,18
6600,3170,14
6601,3170,8
6602,3171,8
6603,3171,22
6604,3172,31
6605,3172,23
6606,3172,19
6607,3172,25
6608,3173,14
6609,3173,25
6610,3174,24
6611,3174,19
6612,3175,29
6613,3175,13
6614,3175,9
6615,3175,22
6616,3176,17
6617,3176,20
6618,3176,18
6619,3176,28
6620,3177,9
6621,3177,22
6622,3177,2
6623,3178,10
6624,3179,8
6625,3179,26
6626,3179,23
6627,3180,25
6628,3180,4
6629,3181,1
6630,3181,6
6631,3182,24
6632,3183,16
6633,3183,9
6634,3184,11
6635,3185,18
6636,3185,14
6637,3185,13
6638,3186,15
6639,3186,26
6640,3187,13
6641,3187,24
6642,3188,15
6643,3188,17
6644,3189,14
6645,3189,13
6646,3190,8
6647,3191,8
6648,3191,3
6649,3191,18
6650,3191,17
6651,3192,8
6652,3192,28
6653,3192,2
6654,3192,15
6655,3193,26
6656,3194,7
6657,3194,15
6658,3195,22
6659,3196,17
6660,3196,30
6661,3197,1
6662,3198,20
6663,3198,26
6664,3199,13
6665,3199,8
6666,3199,15
6667,3200,22
6668,3200,17
6669,3200,28
6670,3201,18
6671,3201,2
6672,3202,28
6673,3202,13
6674,3203,22
6675,3203,17
6676,3203,28
6677,3204,19
6678,3205,28
6679,3205,13
6680,3206,9
6681,3206,11
6682,3207,14
6683,3207,25
6684,3207,22
6685,3207,19
6686,3208,10
6687,3209,19
6688,3209,14
6689,3210,1
6690,3210,5
6691,3211,17
6692,3211,9
6693,3212,20
6694,3212,29
6695,3212,12
6696,3213,9
6697,3213,17
6698,3213,14
6699,3214,30
6700,3214,26
6701,3215,30
6702,3216,9
6703,3217,11
6704,3217,13
6705,3217,23
6706,3217,29
6707,3218,13
6708,3218,8
6709,3219,22
6710,3220,2
6711,3220,23
6712,3221,13
6713,3221,3
6714,3221,29
6715,3222,18
6716,3222,21
6717,3223,21
6718,3223,17
6719,3224,1
6720,3224,23
6721,3224,14
6722,3225,31
6723,3226,23
6724,3226,27
6725,3226,14
6726,3227,24
6727,3228,17
6728,3228,2
6729,3228,32
6730,3229,25
6731,3230,17
6732,3230,21
6733,3231,24
6734,3232,3
6735,3233,31
6736,3233,5
6737,3233,15
6738,3234,31
6739,3234,9
6740,3235,9
6741,3235,23
6742,3236,27
6743,3237,18
6744,3237,14
6745,3238,2
6746,3238,22
6747,3238,20
6748,3239,5
6749,3239,17
6750,3240,29
6751,3240,14
6752,3240,9
6753,3241,9
6754,3241,2
6755,3241,5
6756,3241,14
6757,3242,31
6758,3243,19
6759,3244,17
6760,3244,11
6761,3245,20
6762,3245,11
6763,3246,28
6764,3246,6
6765,3247,25
6766,3247,13
6767,3248,7
6768,3249,32
6769,3249,6
6770,3250,14
6771,3250,20
6772,3250,2
6773,3250,22
6774,3251,32
6775,3252,8
6776,3253,23
6777,3254,18
6778,3254,22
6779,3254,17
6780,3254,32
6781,3255,26
6782,3255,27
6783,3256,19
6784,3256,13
6785,3257,21
6786,3258,22
6787,3259,8
6788,3259,13
6789,3259,14
6790,3260,8
6791,3261,16
6792,3261,21
6793,3262,29
6794,3263,22
6795,3264,10
6796,3265,6
6797,3265,9
6798,3266,22
6799,3266,2
6800,3267,6
6801,3267,14
6802,3267,28
6803,3268,21
6804,3268,2
6805,3268,26
6806,3269,19
6807,3270,29
6808,3271,2
6809,3272,13
6810,3273,19
6811,3273,11
6812,3273,12
6813,3274,23
6814,3274,2
6815,3275,29
6816,3276,28
6817,3276,5
6818,3276,24
6819,3277,10
6820,3277,25
6821,3278,26
6822,3278,1
6823,3279,7
6824,3279,23
6825,3280,22
6826,3280,18
6827,3281,14
6828,3281,30
6829,3281,8
6830,3281,16
6831,3282,6
6832,3282,13
6833,3282,26
6834,3283,18
6835,3283,4
6836,3283,24
6837,3283,3
6838,3284,22
6839,3284,24
6840,3285,5
6841,3286,8
6842,3286,29
6843,3287,6
6844,3288,2
6845,3289,6
6846,3290,14
6847,3290,25
6848,3291,27
6849,3292,25
6850,3292,13
6851,3293,14
6852,3294,12
6853,3294,27
6854,3295,10
6855,3295,29
6856,3295,22
6857,3295,9
6858,3296,13
6859,3297,13
6860,3298,12
6861,3298,23
6862,3299,30
6863,3299,17
6864,3299,16
6865,3299,13
6866,3300,18
6867,3300,30
6868,3301,24
6869,3301,3
6870,3302,22
6871,3302,28
6872,3302,6
6873,3303,17
6874,3303,25
6875,3303,29
6876,3304,3
6877,3304,28
6878,3304,13
6879,3305,24
6880,3305,2
6881,3305,22
6882,3305,20
6883,3306,19
6884,3306,16
6885,3306,23
6886,3306,10
6887,3307,8
6888,3307,25
6889,3307,31
6890,3308,11
6891,3308,22
6892,3309,30
6893,3309,29
6894,3310,24
6895,3310,28
6896,3311,32
6897,3312,30
6898,3312,5
6899,3312,21
6900,3313,23
6901,3313,29
6902,3313,15
6903,3314,25
6904,3314,26
6905,3314,8
6906,3315,4
6907,3315,26
6908,3315,13
6909,3316,25
6910,3316,28
6911,3317,19
6912,3318,10
6913,3318,32
6914,3319,6
6915,3319,18
6916,3320,21
6917,3321,5
6918,3322,12
6919,3323,19
6920,3323,31
6921,3324,29
6922,3325,10
6923,3325,19
6924,3325,1
6925,3326,15
6926,3326,18
6927,3327,25
6928,3328,24
6929,3328,9
6930,3328,22
6931,3329,13
6932,3329,31
6933,3330,32
6934,3330,8
6935,3331,9
6936,3332,28
6937,3333,17
6938,3333,2
6939,3334,8
6940,3334,30
6941,3334,9
6942,3335,22
6943,3335,9
6944,3336,17
6945,3336,25
6946,3336,29
6947,3336,28
6948,3337,24
6949,3337,8
6950,3338,27
6951,3338,6
6952,3339,21
6953,3340,8
6954,3340,11
6955,3340,6
6956,3341,17
6957,3341,11
6958,3341,9
6959,3341,16
6960,3342,19
6961,3342,25
6962,3343,14
6963,3343,16
6964,3344,2
6965,3345,21
6966,3345,2
6967,3346,5
6968,3346,22
6969,3347,13
6970,3348,23
6971,3348,28
6972,3348,8
6973,3349,14
6974,3349,1
6975,3350,19
6976,3350,3
6977,3350,24
6978,3351,17
6979,3352,24
6980,3352,21
6981,3352,14
6982,3352,30
6983,3353,22
6984,3353,6
6985,3354,8
6986,3354,19
6987,3354,14
6988,3354,27
6989,3355,26
6990,3356,9
6991,3356,4
6992,3357,19
6993,3357,22
6994,3358,29
6995,3358,14
6996,3358,23
6997,3358,18
6998,3359,13
6999,3359,6
7000,3360,4
7001,3360,26
7002,3361,11
7003,3361,23
7004,3362,15
7005,3362,10
7006,3363,18
7007,3363,24
7008,3363,16
7009,3364,21
7010,3365,8
7011,3365,31
7012,3366,30
7013,3366,8
7014,3367,8
7015,3367,10
7016,3367,16
7017,3368,28
7018,3368,20
7019,3368,14
7020,3369,15
7021,3370,3
7022,3370,4
7023,3371,2
7024,3372,16
7025,3373,22
7026,3373,25
7027,3374,26
7028,3374,17
7029,3375,28
7030,3375,15
7031,3375,25
7032,3375,12
7033,3376,30
7034,3376,8
7035,3377,3
7036,3377,22
7037,3377,14
7038,3378,23
7039,3379,8
7040,3379,16
7041,3380,32
7042,3380,8
7043,3380,24
7044,3381,18
7045,3381,26
7046,3382,28
7047,3383,10
7048,3383,27
7049,3383,13
7050,3383,8
7051,3384,17
7052,3384,20
7053,3385,4
7054,3385,24
7055,3386,22
7056,3386,25
7057,3387,16
7058,3388,2
7059,3388,11
7060,3388,19
7061,3389,11
7062,3389,22
7063,3389,9
7064,3390,26
7065,3391,18
7066,3391,22
7067,3392,22
7068,3392,31
7069,3393,22
7070,3393,7
7071,3393,9
7072,3394,9
7073,3395,30
7074,3395,23
7075,3395,5
7076,3395,16
7077,3396,3
7078,3396,12
7079,3396,28
7080,3396,9
7081,3397,17
7082,3397,1
7083,3398,11
7084,3398,4
7085,3399,12
7086,3399,21
7087,3400,2
7088,3401,22
7089,3402,5
7090,3402,2
7091,3403,4
7092,3403,9
7093,3404,13
7094,3404,30
7095,3404,3
7096,3405,13
7097,3405,14
7098,3406,2
7099,3406,4
7100,3407,23
7101,3407,9
7102,3408,25
7103,3408,1
7104,3408,8
7105,3408,22
7106,3409,13
7107,3409,10
7108,3410,27
7109,3411,13
7110,3411,24
7111,3411,28
7112,3412,19
7113,3412,15
7114,3412,31
7115,3413,3
7116,3414,17
7117,3415,25
7118,3415,26
7119,3416,9
7120,3417,10
7121,3417,28
7122,3418,8
7123,3418,11
7124,3418,16
7125,3419,14
7126,3420,13
7127,3421,8
7128,3421,27
7129,3421,15
7130,3422,25
7131,3422,11
7132,3423,6
7133,3423,19
7134,3423,30
7135,3424,3
7136,3424,29
7137,3424,14
7138,3425,3
7139,3425,18
7140,3426,4
7141,3426,28
7142,3427,28
7143,3427,3
7144,3428,13
7145,3428,3
7146,3429,28
7147,3429,3
7148,3430,9
7149,3430,5
7150,3431,18
7151,3431,28
7152,3432,19
7153,3432,22
7154,3433,18
7155,3434,14
7156,3435,20
7157,3435,22
7158,3436,9
7159,3436,14
7160,3437,6
7161,3438,30
7162,3438,8
7163,3439,24
7164,3439,17
7165,3440,15
7166,3440,27
7167,3441,29
7168,3441,6
7169,3442,14
7170,3442,20
7171,3442,32
7172,3443,17
7173,3443,14
7174,3443,7
7175,3444,29
7176,3444,8
7177,3444,23
7178,3444,2
7179,3445,2
7180,3445,23
7181,3445,3
7182,3446,16
7183,3446,11
7184,3447,2
7185,3447,26
7186,3447,8
7187,3447,25
7188,3448,13
7189,3448,28
7190,3448,24
7191,3448,4
7192,3449,13
7193,3449,25
7194,3449,17
7195,3450,2
7196,3451,17
7197,3452,24
7198,3452,13
7199,3452,30
7200,3452,21
7201,3453,26
7202,3453,5
7203,3453,9
7204,3454,25
7205,3455,9
7206,3456,22
7207,3456,25
7208,3457,13
7209,3457,18
7210,3458,15
7211,3458,17
7212,3459,5
7213,3459,22
7214,3459,20
7215,3460,17
7216,3460,3
7217,3461,26
7218,3462,2
7219,3462,29
7220,3462,19
7221,3463,24
7222,3463,10
7223,3464,25
7224,3465,18
7225,3465,11
7226,3466,8
7227,3466,9
7228,3467,18
7229,3468,32
7230,3468,23
7231,3468,31
7232,3469,22
7233,3469,14
7234,3470,19
7235,3470,2
7236,3470,16
7237,3471,31
7238,3471,3
7239,3471,14
7240,3471,30
7241,3472,31
7242,3473,28
7243,3474,21
7244,3474,28
7245,3475,4
7246,3475,25
7247,3476,27
7248,3476,9
7249,3477,13
7250,3477,28
7251,3477,3
7252,3477,31
7253,3478,17
7254,3478,31
7255,3479,9
7256,3479,22
7257,3480,22
7258,3481,22
7259,3481,31
7260,3482,16
7261,3482,10
7262,3483,9
7263,3484,13
7264,3485,17
7265,3485,13
7266,3485,14
7267,3486,19
7268,3486,7
7269,3487,11
7270,3488,30
7271,3488,14
7272,3489,4
7273,3489,9
7274,3490,12
7275,3490,17
7276,3490,8
7277,3490,32
7278,3491,18
7279,3492,5
7280,3493,13
7281,3493,8
7282,3493,30
7283,3494,32
7284,3494,14
7285,3494,24
7286,3495,15
7287,3495,17
7288,3496,27
7289,3496,6
7290,3497,9
7291,3497,22
7292,3498,13
7293,3498,8
7294,3499,17
7295,3500,9
7296,3501,5
7297,3501,11
7298,3502,15
7299,3502,19
7300,3502,25
7301,3503,13
7302,3503,31
7303,3504,18
7304,3505,32
7305,3505,26
7306,3505,9
7307,3506,8
7308,3506,13
7309,3506,17
7310,3507,5
7311,3507,11
7312,3508,11
7313,3509,23
7314,3509,6
7315,3510,23
7316,3511,8
7317,3512,24
7318,3512,25
7319,3513,11
7320,3513,14
7321,3513,18
7322,3514,29
7323,3514,13
7324,3515,23
7325,3516,11
7326,3516,17
7327,3517,10
7328,3517,17
7329,3517,20
7330,3518,22
7331,3518,6
7332,3519,13
7333,3519,12
7334,3520,7
7335,3520,8
7336,3521,14
7337,3521,25
7338,3521,28
7339,3522,21
7340,3523,30
7341,3523,23
7342,3523,13
7343,3524,13
7344,3524,17
7345,3525,5
7346,3525,8
7347,3526,4
7348,3526,13
7349,3526,15
7350,3527,3
7351,3527,13
7352,3527,27
7353,3528,14
7354,3528,2
7355,3529,27
7356,3529,25
7357,3529,26
7358,3530,30
7359,3530,14
7360,3531,27
7361,3531,18
7362,3531,23
7363,3532,24
7364,3532,4
7365,3533,32
7366,3533,19
7367,3533,15
7368,3533,17
7369,3534,22
7370,3534,27
7371,3534,9
7372,3535,30
7373,3536,32
7374,3536,26
7375,3537,22
7376,3537,25
7377,3537,32
7378,3538,13
7379,3538,26
7380,3538,14
7381,3539,27
7382,3539,25
7383,3539,16
7384,3540,9
7385,3540,10
7386,3540,5
7387,3541,30
7388,3541,6
7389,3542,2
7390,3543,22
7391,3543,25
7392,3543,27
7393,3544,26
7394,3544,5
7395,3545,24
7396,3545,5
7397,3546,14
7398,3546,18
7399,3547,13
7400,3547,29
7401,3547,14
7402,3548,22
7403,3548,19
7404,3549,3
7405,3550,22
7406,3550,17
7407,3550,6
7408,3551,13
7409,3552,17
7410,3552,24
7411,3552,2
7412,3552,23
7413,3553,13
7414,3553,16
7415,3554,24
7416,3554,9
7417,3554,22
7418,3555,13
7419,3555,19
7420,3556,22
7421,3556,13
7422,3557,20
7423,3558,13
7424,3558,10
7425,3559,11
7426,3560,18
7427,3560,19
7428,3561,1
7429,3561,31
7430,3561,18
7431,3562,25
7432,3562,30
7433,3563,17
7434,3563,4
7435,3563,29
7436,3564,10
7437,3564,24
7438,3565,8
7439,3565,13
7440,3565,9
7441,3565,31
7442,3566,17
7443,3566,11
7444,3567,17
7445,3567,9
7446,3568,8
7447,3568,27
7448,3568,5
7449,3569,8
7450,3570,25
7451,3570,23
7452,3571,28
7453,3571,8
7454,3571,18
7455,3571,30
7456,3572,3
7457,3572,19
7458,3572,22
7459,3573,26
7460,3573,9
7461,3574,23
7462,3574,2
7463,3574,19
7464,3575,31
7465,3575,11
7466,3576,17
7467,3576,25
7468,3576,7
7469,3577,18
7470,3577,31
7471,3578,17
7472,3579,9
7473,3579,6
7474,3579,4
7475,3580,29
7476,3580,4
7477,3580,6
7478,3580,13
7479,3581,14
7480,3581,13
7481,3582,5
7482,3583,5
7483,3584,5
7484,3584,25
7485,3585,7
7486,3586,5
7487,3587,17
7488,3587,18
7489,3587,28
7490,3588,20
7491,3588,6
7492,3589,2
7493,3589,9
7494,3590,5
7495,3590,14
7496,3591,4
7497,3591,29
7498,3592,8
7499,3592,30
7500,3593,29
7501,3594,19
7502,3595,25
7503,3595,3
7504,3595,13
7505,3596,6
7506,3596,17
7507,3597,8
7508,3598,2
7509,3599,29
7510,3600,19
7511,3601,28
7512,3602,13
7513,3602,28
7514,3603,13
7515,3604,16
7516,3604,29
7517,3604,6
7518,3604,20
7519,3605,2
7520,3606,30
7521,3606,1
7522,3606,24
7523,3607,22
7524,3607,29
7525,3607,12
7526,3608,8
7527,3609,30
7528,3610,14
7529,3610,11
7530,3610,3
7531,3611,27
7532,3611,9
7533,3612,16
7534,3612,2
7535,3612,29
7536,3612,22
7537,3613,30
7538,3613,4
7539,3613,8
7540,3614,19
7541,3615,3
7542,3615,28
7543,3616,30
7544,3616,25
7545,3617,1
7546,3618,21
7547,3618,8
7548,3619,22
7549,3619,13
7550,3620,18
7551,3621,13
7552,3622,17
7553,3622,30
7554,3623,8
7555,3623,19
7556,3624,28
7557,3624,2
7558,3625,26
7559,3626,13
7560,3627,16
7561,3627,2
7562,3628,14
7563,3628,9
7564,3628,5
7565,3629,1
7566,3629,27
7567,3630,18
7568,3631,29
7569,3631,13
7570,3631,27
7571,3632,22
7572,3632,23
7573,3633,28
7574,3634,6
7575,3635,4
7576,3636,19
7577,3636,5
7578,3637,4
7579,3638,4
7580,3638,17
7581,3638,30
7582,3638,1
7583,3639,27
7584,3639,4
7585,3639,16
7586,3640,14
7587,3640,12
7588,3641,24
7589,3641,30
7590,3641,13
7591,3641,29
7592,3642,12
7593,3642,2
7594,3643,29
7595,3643,22
7596,3644,22
7597,3644,29
7598,3645,10
7599,3645,8
7600,3646,14
7601,3647,28
7602,3647,18
7603,3647,25
7604,3648,31
7605,3648,2
7606,3649,9
7607,3649,31
7608,3649,18
7609,3650,29
7610,3650,26
7611,3651,22
7612,3651,8
7613,3652,24
7614,3652,4
7615,3653,5
7616,3654,28
7617,3654,15
7618,3654,22
7619,3654,19
7620,3655,10
7621,3655,8
7622,3656,13
7623,3656,2
7624,3657,3
7625,3657,6
7626,3658,2
7627,3658,14
7628,3659,10
7629,3659,8
7630,3660,29
7631,3660,9
7632,3661,22
7633,3661,19
7634,3661,8
7635,3662,2
7636,3662,25
7637,3663,17
7638,3664,11
7639,3665,5
7640,3665,23
7641,3666,14
7642,3666,6
7643,3667,1
7644,3668,16
7645,3669,2
7646,3669,7
7647,3670,29
7648,3670,22
7649,3671,9
7650,3672,14
7651,3673,18
7652,3673,29
7653,3673,12
7654,3673,30
7655,3674,9
7656,3674,2
7657,3675,31
7658,3675,14
7659,3676,25
7660,3677,6
7661,3678,8
7662,3679,25
7663,3680,13
7664,3680,20
7665,3681,25
7666,3682,29
7667,3682,17
7668,3682,26
7669,3682,14
7670,3683,12
7671,3683,30
7672,3684,3
7673,3685,13
7674,3685,23
7675,3686,32
7676,3686,13
7677,3686,15
7678,3687,13
7679,3687,11
7680,3687,2
7681,3688,12
7682,3689,3
7683,3689,28
7684,3689,29
7685,3690,25
7686,3690,26
7687,3691,18
7688,3691,12
7689,3692,28
7690,3692,18
7691,3692,7
7692,3693,1
7693,3693,17
7694,3694,25
7695,3694,4
7696,3695,22
7697,3696,22
7698,3697,9
7699,3698,22
7700,3698,23
7701,3698,25
7702,3698,11
7703,3699,17
7704,3699,31
7705,3700,18
7706,3700,28
7707,3700,2
7708,3701,17
7709,3701,8
7710,3702,32
7711,3702,2
7712,3703,8
7713,3703,31
7714,3703,16
7715,3704,24
7716,3704,17
7717,3704,26
7718,3705,29
7719,3706,4
7720,3707,15
7721,3707,25
7722,3708,23
7723,3708,28
7724,3709,21
7725,3709,24
7726,3710,27
7727,3710,28
7728,3711,2
7729,3711,12
7730,3712,31
7731,3712,25
7732,3713,23
7733,3713,2
7734,3714,30
7735,3714,32
7736,3715,9
7737,3715,14
7738,3716,21
7739,3717,25
7740,3718,11
7741,3718,26
7742,3718,13
7743,3718,14
7744,3719,29
7745,3719,20
7746,3720,7
7747,3720,13
7748,3721,15
7749,3722,9
7750,3723,25
7751,3724,28
7752,3725,18
7753,3725,32
7754,3726,13
7755,3726,11
7756,3727,4
7757,3727,30
7758,3727,3
7759,3728,8
7760,3729,13
7761,3729,22
7762,3729,9
7763,3730,25
7764,3730,14
7765,3730,26
7766,3730,18
7767,3731,24
7768,3731,2
7769,3732,23
7770,3732,4
7771,3733,25
7772,3734,9
7773,3735,14
7774,3735,9
7775,3736,15
7776,3736,17
7777,3737,31
7778,3738,9
7779,3738,10
7780,3739,28
7781,3740,5
7782,3740,14
7783,3741,13
7784,3741,3
7785,3742,10
7786,3742,13
7787,3742,29
7788,3743,8
7789,3744,15
7790,3744,25
7791,3745,12
7792,3746,26
7793,3747,12
7794,3747,30
7795,3748,14
7796,3748,30
7797,3748,8
7798,3749,25
7799,3749,17
7800,3750,7
7801,3750,13
7802,3751,24
7803,3751,2
7804,3752,17
7805,3752,19
7806,3752,8
7807,3753,5
7808,3754,13
7809,3754,17
7810,3755,4
7811,3755,13
7812,3755,14
7813,3755,17
7814,3756,29
7815,3756,25
7816,3756,9
7817,3756,3
7818,3757,2
7819,3757,30
7820,3758,10
7821,3759,23
7822,3759,18
7823,3760,14
7824,3760,15
7825,3760,9
7826,3761,30
7827,3761,26
7828,3762,25
7829,3762,14
7830,3763,9
7831,3764,4
7832,3765,14
7833,3766,6
7834,3767,17
7835,3767,32
7836,3767,10
7837,3768,9
7838,3769,21
7839,3769,25
7840,3769,9
7841,3770,22
7842,3770,13
7843,3771,9
7844,3771,8
7845,3772,18
7846,3772,31
7847,3773,4
7848,3773,28
7849,3774,15
7850,3774,5
7851,3774,23
7852,3774,21
7853,3775,25
7854,3775,4
7855,3775,3
7856,3776,8
7857,3776,18
7858,3777,17
7859,3777,9
7860,3778,4
7861,3778,13
7862,3778,3
7863,3779,17
7864,3780,24
7865,3781,14
7866,3781,2
7867,3781,17
7868,3782,32
7869,3782,15
7870,3783,23
7871,3783,9
7872,3784,1
7873,3784,23
7874,3785,4
7875,3786,3
7876,3786,17
7877,3787,14
7878,3787,21
7879,3788,17
7880,3788,29
7881,3789,30
7882,3789,32
7883,3790,29
7884,3790,31
7885,3790,25
7886,3791,21
7887,3791,17
7888,3791,9
7889,3792,9
7890,3792,11
7891,3793,14
7892,3793,17
7893,3793,6
7894,3794,25
7895,3794,2
7896,3794,6
7897,3794,10
7898,3795,4
7899,3795,22
7900,3796,26
7901,3796,22
7902,3797,24
7903,3797,9
7904,3797,3
7905,3798,16
7906,3798,2
7907,3799,9
7908,3799,16
7909,3800,9
7910,3800,32
7911,3800,27
7912,3800,18
7913,3801,9
7914,3801,14
7915,3801,32
7916,3801,29
7917,3802,32
7918,3803,14
7919,3804,14
7920,3805,13
7921,3805,8
7922,3806,21
7923,3806,18
7924,3807,15
7925,3807,8
7926,3807,26
7927,3808,14
7928,3808,13
7929,3808,23
7930,3809,8
7931,3809,28
7932,3809,22
7933,3809,21
7934,3810,13
7935,3810,18
7936,3810,19
7937,3811,25
7938,3811,10
7939,3812,19
7940,3812,9
7941,3813,29
7942,3814,23
7943,3814,22
7944,3815,27
7945,3815,13
7946,3816,29
7947,3816,17
7948,3816,12
7949,3817,14
7950,3817,23
7951,3818,13
7952,3818,5
7953,3818,19
7954,3819,17
7955,3819,13
7956,3819,22
7957,3820,29
7958,3820,8
7959,3820,10
7960,3821,18
7961,3821,6
7962,3822,29
7963,3822,13
7964,3822,10
7965,3823,11
7966,3824,27
7967,3825,21
7968,3825,6
7969,3826,26
7970,3826,7
7971,3826,11
7972,3826,31
7973,3827,29
7974,3828,23
7975,3828,31
7976,3828,14
7977,3829,25
7978,3829,19
7979,3830,27
7980,3831,26
7981,3831,31
7982,3832,16
7983,3832,4
7984,3833,20
7985,3834,30
7986,3834,17
7987,3834,13
7988,3835,5
7989,3835,17
7990,3836,4
7991,3836,26
7992,3836,15
7993,3837,28
7994,3837,27
7995,3837,24
7996,3837,8
7997,3838,22
7998,3838,9
7999,3838,20
8000,3839,22
8001,3840,19
8002,3840,7
8003,3840,29
8004,3841,30
8005,3842,13
8006,3842,11
8007,3843,13
8008,3843,21
8009,3844,31
8010,3844,22
8011,3845,22
8012,3845,25
8013,3846,13
8014,3846,28
8015,3846,11
8016,3847,8
8017,3847,23
8018,3848,27
8019,3848,5
8020,3848,18
8021,3849,2
8022,3850,13
8023,3850,5
8024,3851,26
8025,3851,28
8026,3851,22
8027,3852,4
8028,3853,2
8029,3853,23
8030,3854,23
8031,3855,15
8032,3855,19
8033,3856,10
8034,3856,9
8035,3857,28
8036,3857,13
8037,3858,14
8038,3859,13
8039,3859,2
8040,3860,9
8041,3860,32
8042,3861,13
8043,3861,9
8044,3862,6
8045,3862,20
8046,3863,19
8047,3863,14
8048,3864,24
8049,3864,18
8050,3865,30
8051,3865,26
8052,3865,5
8053,3866,11
8054,3866,18
8055,3867,10
8056,3868,14
8057,3869,10
8058,3870,11
8059,3870,5
8060,3871,5
8061,3871,18
8062,3871,9
8063,3872,3
8064,3872,6
8065,3873,29
8066,3873,8
8067,3874,21
8068,3875,8
8069,3876,22
8070,3876,4
8071,3876,8
8072,3876,32
8073,3877,11
8074,3877,14
8075,3877,20
8076,3878,2
8077,3879,13
8078,3880,27
8079,3880,18
8080,3880,5
8081,3881,13
8082,3882,14
8083,3883,17
8084,3883,8
8085,3884,21
8086,3884,13
8087,3885,3
8088,3885,4
8089,3885,13
8090,3885,14
8091,3886,32
8092,3886,19
8093,3886,26
8094,3886,22
8095,3887,24
8096,3887,23
8097,3888,28
8098,3889,8
8099,3889,4
8100,3890,11
8101,3890,25
8102,3891,5
8103,3892,10
8104,3892,9
8105,3892,2
8106,3893,23
8107,3894,9
8108,3894,10
8109,3894,18
8110,3895,5
8111,3895,27
8112,3895,14
8113,3896,30
8114,3896,9
8115,3897,16
8116,3897,25
8117,3898,27
8118,3898,19
8119,3899,19
8120,3899,1
8121,3900,17
8122,3900,9
8123,3900,29
8124,3901,10
8125,3901,17
8126,3901,9
8127,3901,19
8128,3902,29
8129,3902,10
8130,3902,3
8131,3903,10
8132,3904,8
8133,3904,3
8134,3905,10
8135,3906,6
8136,3906,18
8137,3907,19
8138,3908,26
8139,3909,15
8140,3910,14
8141,3910,31
8142,3910,28
8143,3910,9
8144,3911,9
8145,3912,9
8146,3912,18
8147,3912,31
8148,3913,2
8149,3913,11
8150,3913,17
8151,3913,19
8152,3914,22
8153,3914,2
8154,3915,13
8155,3915,16
8156,3916,29
8157,3916,15
8158,3917,8
8159,3918,20
8160,3918,27
8161,3919,7
8162,3919,11
8163,3920,14
8164,3920,20
8165,3920,32
8166,3921,10
8167,3921,22
8168,3922,9
8169,3922,25
8170,3923,15
8171,3923,17
8172,3924,13
8173,3925,25
8174,3925,17
8175,3926,29
8176,3927,25
8177,3927,13
8178,3928,2
8179,3929,24
8180,3930,10
8181,3930,26
8182,3931,10
8183,3931,20
8184,3932,13
8185,3932,26
8186,3933,14
8187,3933,25
8188,3934,10
8189,3935,26
8190,3935,31
8191,3935,22
8192,3936,5
8193,3937,13
8194,3937,2
8195,3938,2
8196,3938,3
8197,3939,17
8198,3940,9
8199,3941,17
8200,3941,29
8201,3942,19
8202,3942,26
8203,3942,12
8204,3943,11
8205,3943,10
8206,3943,12
8207,3944,20
8208,3944,19
8209,3945,4
8210,3946,8
8211,3947,29
8212,3948,10
8213,3949,29
8214,3949,5
8215,3949,11
8216,3949,14
8217,3950,9
8218,3950,26
8219,3951,17
8220,3951,31
